Site_id	PPT	Gini	GDD
17TLL17	692.338333333333	0.721747056496148	1626.66333333333
18ASC01	815.74	0.752548066821997	1870.01416666667
18ASC02	815.74	0.752548066821997	1870.01416666667
18ASC05	812.99	0.752061385548211	1860.24416666667
18ASC07	781.743333333333	0.755520292760348	1926.85416666667
18ASC08	784.985	0.75247873104477	1910.76416666667
18ASC11	825.188333333333	0.751154792489727	1856.44916666667
18AST34	712.113333333333	0.794787555642794	2220.09833333333
18BCL02	727.291666666667	0.792371666728565	2230.33333333333
18BCL03	721.231666666667	0.806735878310448	2199.215
18BCL04	721.231666666667	0.806735878310448	2199.215
18BCL11	722.678333333333	0.795673016293543	2236.25166666667
18BCL12	722.678333333333	0.795673016293543	2236.25166666667
18BCL13	707.833333333333	0.791430690352192	2225.50833333333
